Username,Id,Tweet,Location
MhiztaSly,745173910216282112,"RT @ezele_nick: See Nigerian leaders 
God forbid !!!!",atimbo
Sharkcozies,68222535,Here’s my update of making Mask. Need to get more elastic. https://t.co/qn8D8umNQN,"San Clemente, CA"
__derrickb,2562215609,The mask to niggas looking stupid,"Baltimore, MD"
pampharo,555473608,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,"Pennsylvania, USA"
Dehler45,192113919,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,"Sydney,Australia."
mulveyholmes,278094641,"Nurses: Renown employees reusing masks, tests lacking for patients with COVID-like symptoms https://t.co/OtUpkUikhm via @rgj","Las Vegas, NV"
tonenochaser,1003712230075109376,RT @imnotgothicc: me being a face mask for my boyfriend so he doesn’t get sick 🥺👉👈 https://t.co/8NHzO5FBXS,"Anderson, IN"
temitayooseni1,1227223201232670725,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,Lagos 
_Jugging,3008707772,RT @YonkoAqua: Out here looking like overhaul with this mask. Gotta stay strapped in these streets 😷 https://t.co/v3gsEroD1W, Gorosei ✣
YinkaFadayomi,303066445,"Breaking!

Folorunsho Alakija orders 1million test kits, 1million face mask and 10million hand sanitizers for Nigerians.",Lagos
TrumpBabyUS,1017810310135275521,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,United States
cprinatlanta,82498680,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,GA USA
YouPayRuth,2213652408,RT @30SECVlDEOS: No chance he gets the coronavirus with that mask! Where can I get one?  https://t.co/28G5zfnGAi,Idk
__kw0n,2460243627,RT @melanin989: Face mask made by me 😷 https://t.co/4ujUGgESZT,"Michigan, USA"
oma_oritse,194531452,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,"Stamford bridge, Nigeria"
slowgrindB5,239630095,RT @youngy18: ‼ Use a face mask or scarf to keep you nose and mouth covered.,Nigeria
ThalmorBiznitch,738847850096910336,"RT @WolfTheRed: They said in my area a mask and gloves was enough to go shopping with. 

They lied. 

Every one else had clothes on.","Illinois, USA"
m_wilson16,321380942,What’s the point of wearing a surgical mask if your going to drive around with all your windows open? #Covid19Out,New Jersey
otacon0r,379283555,@LeeMurphyIsHere I don't have a mask yet I can't leave my Island,"Roscommon, Ireland"
MaryLSchmidt,482334246,"Wear a mask, use alcohol gel between customers.",Colorado
_islandbeaute,172027557,Normi got his workers wearing one mask everyday all day for days now 😩 say they gotta spray it with Lysol and use the same one everyday,"South Caicos, Turks and Caicos Islands"
badboybmar,29893156,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,NYC
effiedog,1474274960,THIS is what I want to see.,"Philadelphia, PA"
gummymilk,1190825486,"Went out to grab a prescription yesterday... so glad I picked up a face mask as well. Wish I had grabbed more, tbh... boy i needed this.",idol hell
teejayinfinity,636092685,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,Ijebu ode   Ogun state
karabearss,1367143284,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,"Tampa, FL"
Mayberrytheboss,931171903498260480,"RT @Tobbsticks: Went to get Face mask and gloves, and I saw these https://t.co/HIWAFXiNGr","Lagos, Nigeria"
somuthaber,954532837,# advantages # cucumber # DIY # face # facial mask peel off DIY # homemade https://t.co/QUCkK6EWid,Türkiye
onefarouq,1109010266472235008,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,roaming
HellBentVet,757230631797395456,"RT @HellBentVet: Good news
Beautiful group of Heroes 

I will take all the positive I can get https://t.co/YBDrHysVQ0",Oregon
BlessIza,2226741189,"@DaddyFRZ Are we not religions again, Oya religions people where is your mask?",🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬
luisssdavila,2305515470,RT @imnotgothicc: me being a face mask for my boyfriend so he doesn’t get sick 🥺👉👈 https://t.co/8NHzO5FBXS,"San Diego, CA"
truly_NTR,47464166,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,NorCal
property_hk,3383639172,"Public Hospital cuts down N95 mask supply, causing fear among medical staff for higher risk of Coronavirus infection https://t.co/JvHpmgtHNN",Hong Kong
prttyboydom,1207395974370484224,Someone be my girl so we can do this.,Deep inside of you
machiavela,1060757795811876864,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,"I'm doing amazing love , enjoy"
KevinHendricks2,1365082854,@DanPatrick @FoxNews @TuckerCarlson Head down to any ER to volunteer your time without a mask.  You ass!,"Dallas, TX"
Mohibarahim,980476031814569985,RT @youngy18: ‼ Use a face mask or scarf to keep you nose and mouth covered.,Old trafford
cjgadsby12,849799416,"@NYorNothing No mask, going bare back",Cornwall
gtprobst,62476005,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,"Fairbanks, AK"
ahl4mi,897758843723145216,it's CK tho..,Malaysia
kinetik_energy,230272970,The virus is also in the air.. face mask is very much needed for anyone who goes out to do a few necessary bits,Manchester/Lasgidi
Showbosss,434809556,RT @dj_holiboi: Where was his wiseness regarding to those naked hands he will use to adjust his mask from time to time.... mtcwwww,Under the canopy...
bibarcher,871433589883359234,@metcalf0ella u need to get the red drippy mask on asos is peng !!,"Wilmslow, England"
sappypsycho,3646222704,RT @imnotgothicc: me being a face mask for my boyfriend so he doesn’t get sick 🥺👉👈 https://t.co/8NHzO5FBXS,"Saint Petersburg, Russia"
iamray_d,832277807707353088,"@kingsavvy_ Nigeria 
He removed the nose mask to sneeze what is the point of wearing it in the first place?  Lol","port Harcourt, Nigeria "
majkawia,1122564157163831296,RT @YonkoAqua: Out here looking like overhaul with this mask. Gotta stay strapped in these streets 😷 https://t.co/v3gsEroD1W,"Rouen, France "
nolimitkai_,1292199056,@__derrickb Fr lol fuckin good sam mask on foh,"Dubai, United Arab Emirates"
allen_rizzi,786701463410073601,"@KaitMarieox @69JPB69 #coronavirus #Masks
Let's be safe out there!
https://t.co/pQAbrs8chd",USA and Italy
RyotaMatsumura,3028959960,"@BNODesk I get this every so often when I wear my N95 mask, yesterday someone coughed on me on the bus as he gave me a dirty look.","Seattle, WA"
ElephantCoyote,920851175783542784,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,"Blue Wave Storm Cave, UT"
movicworld,1033038852,"@renoomokri To buy Hand sanitizer, Nose mask &amp; Hand glove?",nigeria
SamFrangelique,1252761175,Hey guys let's not be fucking racist,"Poconos, PA • Wayne, NJ"
DoodyGiuliani1,764966687611293696,"@davidmackau ""Let he who hasn't worn a mask at work at the first stone."" - @RepMattGaetz https://t.co/EEDg9UWpbO","Chicago, IL"
jdmoonchild,35388948,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,Left Coast 🍄🌿🌻 Cascadia 
nolimitkai_,1292199056,RT @__derrickb: The mask to niggas looking stupid,"Dubai, United Arab Emirates"
Pemicope,412180612,His reaction to my mask! LOL #AnimalCrossing #ACNH #NintendoSwitch https://t.co/GES7zX3pOS,Nintendo Land
twitch_tahir,2364937679,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,nigeria
omarizworld,1033772407130075136,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,"Lagos, Nigeria"
pfloyd19,17387345,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,"Lexington, OK"
KenBassford,1227379044787855361,"RT @MeowyMc: Dr. Fauci unveils a mask that could save millions of lives! 
#NotDying4WallStreet #Fauci #TrumpLiesAmericansDie https://t.co/a…","Maryland, USA"
ndjester,867066917256708096,@NavyNana2 Maybe he can have a word with Matt Gaetz over the mustard gas mask he wore earlier ...,"Washington, USA"
inno_inn0,1002162824234323969,RT @Fahvy2: When you work at a bank and 4 guys with mask come in but they're only robbing the place,🇺🇬 Uganda
TheBigBenDiesel,348617347,"Dude’s mask has a gaping talk hole in it?! Not working, I’m guessing.","Fishers, IN"
schroederm84,1297005758,@SOTSPodcast The Devil Wears Facemask,"Northview, MI"
snarky_trash,2848651521,"RT @ZachWeiner: Boy, the prepper community got mad about this post, but the gas mask fetishists have been remarkably polite.",UK
PrairiePonderer,1063432297,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,"Alberta, Canada"
bola_2_tiny,1174074274707116033,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,God's Hands
CateFord1,1172511480861855745,"RT @mgrant76308: 'Shortage starts with them. Explain it Joe!'
If the finger points to Obama, the media looks the other way.

https://t.co/l…",Florida
abubkartariq15,402039890,RT @CathyYan: Oh fuck yeah. Thanks KEVIN SMITH 🤩,"Sialkot, Pakistan"
_Adaolysa,1642207375,Who saw the man that looked back like wtf,"Abuja, Nigeria"
wiptint,1123402580564926464,"RT @kimyaqee2: No one :

Face mask during Covid-19 :",upfoll 5186 by @callmeegirlss
draperel,23222811,RT @youngy18: ‼ Use a face mask or scarf to keep you nose and mouth covered.,U.K.
KrisColvin,14228300,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,Greenville/Old Town
secularmac,1321143204,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,Scotland
DawnBesecker,2982521080,RT @PhoebeC60438330: @funder Fauci will demonstrate the new life-saving face mask. https://t.co/uIUag9IHBG,"East Stroudsburg,Pa."
rrh1a,1190676283547631616,RT @imnotgothicc: me being a face mask for my boyfriend so he doesn’t get sick 🥺👉👈 https://t.co/8NHzO5FBXS,alex ♡ 
__Katiey,1012954992897155077,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,Nigeria
ayeta_esther,3305963775,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,"Abuja, Nigeria"
Rod430Fuzz,4031385433,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,"California, USA"
jhartLA,14983961,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,"Los Angeles, CA, USA"
__Katiey,1012954992897155077,"RT @Tobbsticks: Went to get Face mask and gloves, and I saw these https://t.co/HIWAFXiNGr",Nigeria
tracynics,198188780,RT @FluFighterSWBH: Our Medical secretaries heard that a mask may offer protection at this time so they’ve come prepared today 🤣🤣🤣🤣 https:/…,somewhere in the UK
WaunPaul,277268585,RT @ShomeTheDellas: Ppl got mask &amp; gloves on 😭😭🦠,N 29°55' 0'' / W 90°4' 0'' lol
NdimUnyoko,1242410022103113728,Let me be your face mask... https://t.co/FnTdurORgT,"In Your Mind, Rent Free"
quietoldsoul,1121815165408808960,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,"Massachusetts, USA"
DizzeeeRasclart,1233895382318567431,RT @youngy18: ‼ Use a face mask or scarf to keep you nose and mouth covered.,"York, England"
zannerina,11724882,RT @effiedog: THIS is what I want to see. https://t.co/y0ESOtyMYR,"California, USA"
nipplesdjango,496852708,RT @echotheguru: Highest cruise 😭,"Lagos, Nigeria"
_Adaolysa,1642207375,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,"Abuja, Nigeria"
martinsuyi,258573986,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,Malaysia
FreeOnTheRight,2874594221,"RT @mgrant76308: 'Shortage starts with them. Explain it Joe!'
If the finger points to Obama, the media looks the other way.

https://t.co/l…",Parler: @LibertyAndFreedom1776
EferoroFunny,1040422703054893057,E Don happen oo nose mask seller tested positive of #COVID19 💔,Okokomaiko 
DoodyGiuliani1,764966687611293696,"@davidmackau ""Let he who hasn't worn a mask at work cast the first stone."" - @RepMattGaetz https://t.co/yZVzdh1Ven","Chicago, IL"
peachykeobuns,1216602018053181443,RT @imnotgothicc: me being a face mask for my boyfriend so he doesn’t get sick 🥺👉👈 https://t.co/8NHzO5FBXS,"Seattle, WA"
dr_shibley,261711452,"beard going well.
admittedly misusing my mask as a comfort blanket now.
(no feedback requested) https://t.co/tfcApZlbYH",London (cats @Manglewood)
IamOO7X,993490597943144448,RT @Fahvy2: When you work at a bank and 4 guys with mask come in but they're only robbing the place,Nigeria
leo_cadle,4291817415,"RT @DadsPuns: They said gloves and a mask would be enough to go to the supermarket..

They lied, everyone else had their clothes on.","Melbourne, Victoria"
derrylm,97353537,@bloginhood I wore the thong. Turns out I wasn't supposed to use it as a face mask.,Saskatoon
chifele,2433761351,RT @Fahvy2: When you work at a bank and 4 guys with mask come in but they're only robbing the place,"Lagos, Nigeria"
Masscellaneous,824355706610610177,On godddd,"Brooklyn, NY"
Caparo19,1208816127020810245,RT @SashaPofficial: We have serious issues in this country but at the end of the day we only have ourselves to blame!,"Ogun, Nigeria"
allen_rizzi,786701463410073601,"@Helenhs #coronavirus #Masks
Let's be safe out there!
https://t.co/pQAbrs8chd",USA and Italy
Beauzus,123816221,@LearnFromFree @facedgod @Ayo_Jeremiah Was gonna go soon and wear a mask 😷,"Arizona, USA"
Ayodele_OAE,2804550803,This one serious oooo,"Ibadan, Nigeria"
MkhwanaziThamih,725936873479147520,RT @youngy18: ‼ Use a face mask or scarf to keep you nose and mouth covered.,South Africa
JimmyJamMeyer,746130408908042240,This is terrible. Twitter do your thing lol.,"Kentucky, USA"
dimepiecex,3397255959,And he has damn gloves and a mask on😂,"Miami, FL"
ullij_7,1085286539628867585,RT @imnotgothicc: me being a face mask for my boyfriend so he doesn’t get sick 🥺👉👈 https://t.co/8NHzO5FBXS,kira _ Trz5
JPeter14,39160796,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,Center of the Universe
JoPerryAuthor,269042164,Donate via https://t.co/1aIM2ZAXVg,"Los Angeles, CA"
420TINO,96964225,RT @thecableng: VIDEO: Laughter as senator removes face mask to sneeze https://t.co/jfwVmcoEuL via @thecableng https://t.co/O70pwYULOY,"Lekki, Nigeria"
arrivewith,1068253908122910721,@JoeBiden Why did your precious Obama and you not order more mask after H1N1 what ignorance. Trump 2020 https://t.co/TNbIuO4Nhu,"Naples, FL"
PlsFreeLaFlare,862063285700624384,"RT @flawlessIikeme: Gas Mask by SahBabii 

baby girl tryna Marry meee 🥰 https://t.co/UKrOOWIXNi",Cracks & the crevices
Barbbee2017,786638125011316736,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,"VanGroovy, British Columbia"
tayas6,507672392,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,"New York, USA"
luvthegrands,712094151890771968,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,USA
allen_rizzi,786701463410073601,"@Judy_Taya #coronavirus #Masks
Let's be safe out there!
https://t.co/pQAbrs8chd",USA and Italy
angelic_minnie,2574704711,RT @MaBhusulaGc: People that suffer from anxiety attacks they mask them with humor,SOUTH AFRICA
johnforeall,1047528195455688707,"RT @Undone_rice: Present - mask on
Future - mask off",krypton
GeostompX,703036305861574657,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,"Arkansas, USA"
amackinnon69,49190072,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,Tumbi Beach 
R9Lemba,139395702,RT @youngy18: ‼ Use a face mask or scarf to keep you nose and mouth covered.,"Hackney, London"
Akin_bestlink,261802163,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,africa
JuicyJig_,190434544,RT @edgfx_: The mask in my profile picture don't even look photoshopped lmfao,Ova East
jaileneevelynn,1199561972880224256,RT @imnotgothicc: me being a face mask for my boyfriend so he doesn’t get sick 🥺👉👈 https://t.co/8NHzO5FBXS,"Chicago, IL"
Roddypatt,35563852,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,"Brooklyn, NY"
chiradioman,822556617703096320,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,"New York, NY"
eatmydomo_,3463602193,ok clearly the whites aren’t scared of rona .. they all out walking they dogs n running  no mask no no nothing..... shiiiiiiid 😕😷,"Atlanta, GA"
MadamBi6,1156852980265750533,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,Somewhere In Africa
kdogpenny11,1197240407232434176,RT @ChuckModi1: March 2020 will go down in history as month every U.S. politician’s mask came off their whole entire face.,"California, USA"
Checko2,46672183,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,"Orange County, CA"
JermiahCration,2264844259,"RT @AntwaunWoods_: Big Facts lmaoooo 
#TaftHighSchool","Los Angeles, CA"
JudeMakhena,745890875587366912,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,"Lagos, Nigeria"
DaRealKhefner,206748280,RT @MissMostReportd: These hoes fighting with mask on😂😂😂😭😂😂😂,"Shinjuku-ku, Tokyo"
mascatools,106125831,Even Kitsue is using mask and stays at home. So please everyone stay at home like our dog kitsue and help NHS! https://t.co/iK3KVUedew,London
JohnJChase1,1028713612364472321,RT @ConservativeXT: More shit that didn’t happen. #CNNFakeNews,wtc 1 10048
Brendasword4,769273034406498304,Wow you look fantastic what a mess,"Scotland, United Kingdom"
sarah_meinzer,966370598279569408,"RT @HellBentVet: Good news
Beautiful group of Heroes 

I will take all the positive I can get","Texas, USA"
staines_andyjoy,1023170244766883840,"@MailOnline @lambert_pp 
Hantavirus has been around for years, wear a mask when sweeping up droppings - especially when they're dry.","Calgary, Alberta"
dips_mufc,356092677,RT @youngy18: ‼ Use a face mask or scarf to keep you nose and mouth covered.,"London, England"
Jokotade_ng,950877770518880256,"@BOlukorode @ulsherlan Femi, my facial mask smells too nice. Your shaving powder has a terrible smell🙄",Ibadan Nigeria
gateposts,1537627494,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,"12 flying hours from Pune, MS"
hwasbffs,771794482073329664,@taesarmpit put a mask and gloves on and open it like u work as a forensic analyst,daily giveaways!
OluJokotade,192884484,RT @thecableng: VIDEO: Laughter as senator removes face mask to sneeze https://t.co/jfwVmcoEuL via @thecableng https://t.co/O70pwYULOY,Nigeria
DrinaBioy,1162725176183853058,"RT @Tobbsticks: Went to get Face mask and gloves, and I saw these https://t.co/HIWAFXiNGr",WoRldWIdE
munilot,18531718,@JasonFrazerTV @wkyc China the air is so clear they can put their mask away.,Muni Lot Cleveland OH
3fatesandgraces,1643026771,"RT @Dangerangel: @TexasTribune Good, he should go volunteer at the morgue. Without a mask.
#NotDyingForWallStreet",TX 
dezziethefairy,862834041510391816,"i think i’m going to do a hair &amp; face mask, light some candles &amp; draw some shit",gemini☉ libra☽ cancer↑
ManUtd_Steve,1166628787,RT @youngy18: ‼ Use a face mask or scarf to keep you nose and mouth covered.,"Alloa, Scotland"
Zioinfiltration,1033168140149116928,"RT @Jeffcam1263: Will read again AS, thx for link.",United States
temidayoajayi__,817729840145121281,"RT @Undone_rice: Present - mask on
Future - mask off","Port Harcourt, Nigeria"
Conga1,14459159,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,Planet Earth-If we can keep it
Laurel_babs,1039284285310742528,RT @gidifeedtv: The moment a Nigerian lawmaker removed his mask to sneeze in the  Senate cc @Gidi_Traffic https://t.co/QsE91QsVw6,Lagos Nigeria
xsryder,40624395,RT @PhoebeC60438330: @funder Fauci will demonstrate the new life-saving face mask. https://t.co/uIUag9IHBG,"Hamilton City, New Zealand"
lestatdelc,139534126,"@LisPower1 Behold, the mask from the ""pro-life"" party rots off the face of these sick ghouls.",Portland OR
akinrelereanth1,918545536613081089,RT @thecableng: VIDEO: Laughter as senator removes face mask to sneeze https://t.co/jfwVmcoEuL via @thecableng https://t.co/O70pwYULOY,"Lagos, Nigeria"
Izwiz55,823632785843900418,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,Devon UK
DrinaBioy,1162725176183853058,Very good,WoRldWIdE
TheRealCeoChels,274192449,RT @ThatsLissy: When will people realize mask and gloves are not going to prevent you from getting the Coronavirus..,HOU$TON 
DawgMother,22648912,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,"The Other Washington, USA"
Servelan,165298304,How a shoemaker started the West Bank's only mask factory overnight https://t.co/0IwfHux4cT,"Earth, PNW"
Barbxiii,99721158,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,Cotton Candy Clouds
IceDblacksheep,1369044469,"RT @Undone_rice: Present - mask on
Future - mask off",Lagos.
Trappa706,599444767,Mane I need a mask for this pollen out here coke got me fucked up,BakerVillage Columbus Georgia 
Kashionn,4055011288,Y’all look dumb as shit with gloves and a mask on. Literally just transferring germs.,Venus
RBusselle,751125595,Thanks god for home delivery!!!!,"Bowling Green, OH, USA"
TyCurtright,33848789,"@JRubinBlogger Mask off, fuck it, mask off.",Pacific NW
yusuf9001,245781151,"RT @IndiaTVShowbiz: It is suggested to wear mask only if you are unwell or treating patients.
#Coronavirus

 https://t.co/Bv5dJ1T1rr",Everywhere but in dreams
sievert_ks,735610613087522818,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,"Virginia Beach, VA"
JustIma40441807,1214613106946641925,@prichardmshengu @blaisebula_ Dude - there are 50 masks in that box. So R36 per mask.,South Africa
allen_rizzi,786701463410073601,"@EngMastiffMom8 #coronavirus #Masks
Let's be safe out there!
https://t.co/pQAbrs8chd",USA and Italy
pegcheng,2497297424,"RT @MarcusDonner: So cool to see theses businesses shift gears into making masks. 😷 
https://t.co/LJG3vOb9dA","Seattle, WA"
switchIikefagz,2344592261,They fighting with the mask on. LSKSKS,D.C 🏚
_jockr,1556280006,The untold origin story of the N95 mask https://t.co/hVcKsWJvJt,"Guelph, Ontario"
storyheadjillmc,806631906808856578,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,FL via RI & MX
Bowski_Brian,1529054208,RT @ScottMGreer: Asians are so desperate to experience discrimination that they make up seeing old white people in LA,"Indiana, USA"
BruceBalemian,394984800,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,"Warwick, RI"
grahamwwaters,195493805,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,"Durham, UK"
Tiffany_Smith,34145873,I’ll be there! Will you????,Los Angeles
mikelovejoyfitz,130936247,RT @youngy18: ‼ Use a face mask or scarf to keep you nose and mouth covered.,"Leek, United Kingdom"
CarrieinFbx,1165272757833125889,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,"Fairbanks, ALASKA"
oWRATHx,142452841,@stillfawn I got one with a green or yellow mask in my shop,United States
fatinizzaniAF,2313271286,RT @aizadfahmy: Ok we need Rizalman to come back from retirement,"Karangan, Kedah"
RealEvanDoThin1,1219797005465268231,@RoonKolos No wet spot on mask i dont belive it,in the sewers 
jackiegontarek,2160553804,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC," Collegeville, PA"
deadboyworld,1147245096540278787,RT @jaync_: @ ppl who wear them $2 mask with no gloves,"Shinjuku-ku, Tokyo"
kittenmoans4u,1237847414108651523,RT @prttyboydom: Someone be my girl so we can do this.,ੈ✩｡ﾟ･LOOΠΔVERSE
davidbu04200210,1241793299557617668,@BernieSanders Or give every American access to a personal virus mask https://t.co/5ThdRVEr03,Nation Wide
OsasDapheel,162062971,Lmaoo @WendyOseni Paynt as face mask season is here,"Lagos, Nigeria"
TimStiefvater,281247672,@KhalafSammy I would rank that first over Mask of the Phantasm,Pittsburgh Pa
lindsritch,2946717917,Hi... I like your mask but I was wondering if um... you just wore it to take a photo then take it off? https://t.co/n0RSAS73sB,"Texas, USA"
Floggin23,286821044,"RT @clashingshaders: You can't wear this mask forever.

https://t.co/b5untN0Dfs https://t.co/DT8Egf1lAf","Los Angeles, CA"
ueshawk,242967094,Definitely a Trump voter......,Upper East Side NYC
SrslyRobert,492399378,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,United States
kylehardstyle,1023155968132169728,@Justin_SofOK They should’ve just had Abyss replace his mask with a Rab Himself mask,"Scotland, United Kingdom"
ishte_wa_toto,890692436,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,Earth
em_nyt,302086269,RT @youngy18: ‼ Use a face mask or scarf to keep you nose and mouth covered.,The Stretford End 📍
progmilitary,135234027,@nuclear94 Yeah but they put him behind the president to mask his facial tics. No way that was just a random placement. #WheresFauci,"Roswell, NM"
TinnyTinaTinny,101864378,@kylieminogue Made myself a mask... 🙈😛💖 https://t.co/eyGEcJ3tdU,Republic of Slovenia
MichaellMeister,3424102127,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,"Oregon, USA"
austxjr,16177443,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,Austin Texas
che_rochi,449945064,RT @sir_bugzee: Omo i catch u with that tin ehn,кđ  2oo Mx
onahunttoday,264451340,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,USA
MillieMistress,1194028330934325249,@urdivinegoddess Girl who knows when I’ll be able to hear the word pineapple and not think of a ski mask. Or vice versa. I’m scarred.,United States
malkie33,790778304793935872,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,CA 
jbphotoAR,506082238,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,"The Dirty South, USA"
Carsen2413,2513675272,"everytime I see someone in public with an N-95 mask on, I want to judo chop them in the throat","Virginia, USA"
larekixola,1169644855422849025,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,"Abuja, Nigeria "
