Username,Id,Tweet,Location
suriwithablog,4500286160,RT @JIAE78888883: #.NewProfilePic due to popular demand she has taken the clown mask off. https://t.co/ycft3M2JAh,twenty three. she/her. 
iiiushiii,2980844258,"RT @firkey_: mainten social distancing
wear mask 
wash you hands 
eat vegetables
drink water
abuse woke people","Lucknow, India"
hapaxes,15977590,"RT @MeowyMc: Dr. Fauci unveils a mask that could save millions of lives! 
#NotDying4WallStreet #Fauci #TrumpLiesAmericansDie https://t.co/a…","Alameda, CA"
rockinrobintil,20267054,RT @RUMINT79: But but.....I thought washing hands would prevent physics from coming true-true? https://t.co/QC7x8iLCzb,Florida
ShootTheDefence,728348972,RT @youngy18: ‼ Use a face mask or scarf to keep you nose and mouth covered.,London
MemoJong525,2889194273,Taemin lives for meat ... i love my carnivorous baby 😍😍,5HINee ♡♡♡♡♡ Egypt
_ogagaovie,1119382692011937792,"RT @Undone_rice: Present - mask on
Future - mask off",location has stopped working 
MCUH50,921010961762447362,@skyboivin2 Yeah that’s why I’m going to wear a mask and keep my hands clean and not touch much stuff,Texas // she/her
larsvoncrier,1858145478,"RT @RL_Stine: Favorite: Attack of the Mutant
Best: The Haunted Mask
Worst: Go Eat Worms
Newest: Diary of a Dummy","Los Angeles, CA"
jpsarj51,733095799,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,Colorado
Sethisuwan,21862005,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,"London, UK"
JennyWkIp,987684092,@JeffreyGuterman @realDonaldTrump Why are you wearing a mask?,California
blu2_angles,1046809465,RT @SiCk_DiAbLo: Did the Obama Administration Leave the N95 Mask Inventory Depleted?  https://t.co/mMIaDqXNQh, USA 
_Bbass,858777271297069056,Nigerians ooo 😂 😂,Space
__helias,985698962,Gonna do a face mask and smoke,👽🌊
holuwatobby1,358632473,@Richardarokoyo So how do guide against people coughing or sneezing without wearing a mask,"Kaduna, Nigeria"
yasxpl4,2196502418,Mbn ttm ain’t offering nothing but sum face mask,OREGANG
elmer_a_chile,2247667190,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,"CA, AL, KY, TN, OH, MO, WY, OR"
softIuci,978478102576877568,she deffo wants some roleplay with that mask,Reserved for Jana
amandagagen3,769649237936275456,RT @bigracks: this not the first time society made us wear a mask 💯,United States
TreyTheTrigga,602300293,@Gloriousrich_ face mask only really do anything if you’re already sick,Killadelphia
Zapped95954303,1043143859511934977,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,🇱🇺 🤗
Martins06262365,1109802576005001217,RT @marcus94543161: Designer face mask!,gods own country- Yorkshire 
LastNameWiIson,2868101441,Mask off,910
andberg1,293726772,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,Chicago
JackMc185,228067000,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,Right Here
__snatched,50247710,One mask per shift bruh.,✔ Verified Bey Stan. 
MirrorCeleb,55204143,"Coronavirus: Rapper Slim Thug tests positive despite staying inside and using mask

https://t.co/aojra8Q6Qp https://t.co/WQ8NE9rFSZ",UK
mrmadrigal1,1018775230569857024,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,"Sydney, Depressed Homeless. "
bombs051,480430378,"One Mask can save plenty, if you can afford more kindly donate #COVID19","Kaduna, Nigeria"
WhitloweD,2733926270,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,United States
_hyphenate,1087427352,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,Above The Line
scottjshapiro,743836563302420480,"A smart mask, whose filtration is adjusted (from N99 to N1) by an app on your phone’s device and gets real time updates over Bluetooth",Epicenter
JoesBarAndCult,1098401413091086336,"Good thread emerged out of a @JayMan471 OP tweet.

On Masks:","Sacramento, CA"
sarasparktacula,54456814,A man walked by my house in a plague mask. Please don't make this scary time scarier dude. https://t.co/vynJ0YPete,"Portland, OR"
m1kayyz,1455503071,Mask on mask. Taeyong did that. https://t.co/y0UUC70Xb4,툥툥 land
trekonomicsbot,758779716157308928,"RT @RomanLionz: Facial mask, Fireplace, &amp; Star Trek. I think this is it, I've reached peak cozy cabin energy! 🖖 https://t.co/9xc5hbbtn9","Alpha Quadrant, Sector 001"
_TheOnlyWay,243550500,Ayoo i finally seen someone in Greensboro with a face mask and some gloves! Ion whyyy i just bust out laughing 😭🤣,"North Carolina, USA"
rsym__,2532146744,RT @aizadfahmy: Ok we need Rizalman to come back from retirement,Kuala Lumpur
whomstbitch,848562421375553537,If any of my homegirls are up for a visit 🥺👉🏼👈🏼 I’ll go over w my gloves and mask but I PROMITH I’m healthy and clean,☿  ♂ ♇ 
davidkerrigan96,467699102,RT @youngy18: ‼ Use a face mask or scarf to keep you nose and mouth covered.,"Manchester, England"
areyied_,1046395151235538947,RT @aizadfahmy: Ok we need Rizalman to come back from retirement,"Kuala Lumpur City, Kuala Lumpu"
cash21_,2193216349,@AntwaunWoods_ 😂stayed with the mask. Great coach💯,"Los Angeles, CA"
jBell_s,904801068764327936,"also Famous Last Words will be on loop until i can put an ""I'm fine"" mask again :)",Ground0
ImaniChanel,41755774,"RT @ZachWeiner: Boy, the prepper community got mad about this post, but the gas mask fetishists have been remarkably polite.","Denver, CO"
rupertmorrish,264068320,"RT @ZachWeiner: Boy, the prepper community got mad about this post, but the gas mask fetishists have been remarkably polite.","Auckland, New Zealand"
Apoplexo,564849579,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,"California, USA"
I_jay_,772521860194074625,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,"Enugu, Nigeria"
Natalie4NY,24995679,So happy he’s recovered! His message for us all coming up next at 6 on @NBCNewYork:,"New York, NY"
DaughterOfAyax,216023912,@OwutuTamara @therealdaddymo1 So why did he put on the face mask 🤦🏼‍♀️🤦🏼‍♀️I tire abeg,"Abuja, Nigeria"
Zawarkhan786,617039142,RT @youngy18: ‼ Use a face mask or scarf to keep you nose and mouth covered.,"Preston, England"
BillydeWild,761866752,Yukon Enduro Covid-19 Bestest Mask. Coming North? https://t.co/F34IsxQK2L via @YouTube,Northpole
zayhanie,1720006459,"@EzraelAni I think he did it intentionally... ""Like shebi you no wanna wear mask ba, Oya collect am"".","Abuja, Nigeria"
mabal143,2745108828,"RT @ememess: Our neighbor has put a face mask on her topiary pig, which is frankly not a sentence I thought I’d ever type. https://t.co/m20…","Kirkwood, MO"
Boab10s,871063086924525570,RT @youngy18: ‼ Use a face mask or scarf to keep you nose and mouth covered.,"Clydebank, Scotland"
jackidooley,39907120,Different face mask everyday,chicago 
relate2kate,338594548,"RT @808mallory: @relate2kate kiss me thru the face mask 

my dumbass forgot to put ur @",stp/mpls → denver
przypadek40,1179822590,RT @youngy18: ‼ Use a face mask or scarf to keep you nose and mouth covered.,London
JasonWr01758348,1117905020211597318,"@MarcLobliner I just saw a study done. It was something like: 
N95 mask- 85%
Vacuum filter 80%
T-shirt/clothing  70ish%","New York, NY"
TheRealAngelece,703285199522668544,The Oxygen Mask #QuarantineAFilm https://t.co/HXyDSRyAJ2,United States
JPHUPE,750418752550887424,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,"Ontario, Canada"
maiseeraquinoo,1096035816759906304,i am : in need of face mask,zobel - beda • 2024 • madr8’s
weyside7,1500536852,RT @terrychristian: Govt are lying and putting NHS staff and workers at risk and this clusterfuck hasn't truly started yet,london
Kelifornication,230819054,RT @Vonnasaura: This isn’t funny but it is:,Between a Cunt & a Heart Place
desgustaang,1061753486990327811,@blondedpark is that a mask omg,"he/him, bi 🏳️‍🌈"
sophieophiee,2940146882,RT @levantguy: @michaeljackson @AfroBlueBenj Don’t think the mask’ll help your situation buddy https://t.co/JbUm57g97S,earth
Bosan_Boman,1303812108,RT @Fahvy2: When you work at a bank and 4 guys with mask come in but they're only robbing the place,Nigeria
serebrisky,923813406,RT @Dr_FarrisD: Wear a mask or go to jail! Yet another lesson forgotten from the 1918FluPandemic. #COVID19 #SARSCoV2 https://t.co/JHkuAt4iug,Mexico City
ACCIOJINS,1023263409700331520,"RT @maithism: Moon Jin having Kook’s bunny mask, Namu Namjoon ain’t impressed https://t.co/hYT8hlvnju",bangtan • a.c.e
GoldenTent,37068251,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,Cyberspace
_Galadeemah,440745841,@unik_Reeda Remove the mask,The world of Shinigami 
OfDoshAndBlood,1024424803317555200,"//SHAWN, GODDAMNIT, WHO FREAKING RAISED YOU, WE SAID DROP THE FUCKING MASK OUT OF THE STAGE 😂😂😂😂",London
donein4time,4854616094,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,"Arizona, USA"
Whiterose757,197829846,COVID-19 Masks and Gowns https://t.co/12zqSNITDN,Hoffman Estates IL
DontGrabMe,3099065213,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,"Miami, F-L-A"
IsabelleAnimalC,1156183956821352449,@GrandpaRamsaySr I Need Mask! https://t.co/eGSVZRJzE5,Animal Crossing
TheGreatBolo,2997968342,Hijo del Santo bleeding THROUGH his mask is always an unsettling sight,"Los Angeles, CA"
Harunaa262,1151028168364568577,"RT @TAHIRSHITH: And I was recently told that the packet of facemask is now N10,000, something that is sold N3000 days back",Nigeria
_Olivah_,2899205968,"RT @Undone_rice: Present - mask on
Future - mask off",lagos
Okor_6,947346389423611904,RT @mark_okor: Get your face mask now @150 &amp; #2500 for a pack containing 24 pieces hurry now and place your order https://t.co/4kXIZkrj9s,"Delta, Nigeria"
yikesjeon,1166456492255399936,"RT @maithism: Moon Jin having Kook’s bunny mask, Namu Namjoon ain’t impressed https://t.co/hYT8hlvnju",YOONGS MONTH
MichalRolinek,965674672988852225,🇨🇿🇨🇿🇨🇿 Czechia as a positive example! Well done back home!,"Tübingen, Deutschland"
Ejagham101_,795267833936707584,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,"Cross River, Nigeria"
ChristoKelm,95942509,RT @anylaurie16: @JesseKellyDC Idea: die like a hero and volunteer at a COVID19 hospital isolation unit w/o a mask.,Dragon Island
ekum_ogbe,2777688369,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,Abuja x London
holhuwhasheyhi1,705003333858144257,RT @Fahvy2: When you work at a bank and 4 guys with mask come in but they're only robbing the place,In My Feelings 
reggie_sloan11,243738558,i never needed a mask when i’m robbin,"Daytona Beach, FL"
WhiteboyMF,2996521402,Please!,"Santa Fe, NM"
Kaita26_27,2244351321,"@sidramatics The mask you’re putting on is to cover your face, not to cloud your thinking ODE!!!!!",Nigeria
relate2kate,338594548,@808mallory drawing lips on my mask brb,stp/mpls → denver
MrMichaelBlack5,800592724638330880,@rejectedjokes @KellyClarksonTV @JimCarrey Lmmfao Jimmy a foo. I can't wait for the mask 2,"Las Vegas, NV"
gifted_jsam,3107750477,"Them use nose mask for person wey no fit breathe well...

Lol......are you treating or killing the person??? https://t.co/LeiSBfmmk0","Kaduna, Nigeria"
UNICORNLADY10,112303816,Pence’s Idea Is a Good Way to ‘Kill Hundreds  https://t.co/v5KolfAO7m,California
MrsCavsFan,29176876,RT @PhoebeC60438330: @funder Fauci will demonstrate the new life-saving face mask. https://t.co/uIUag9IHBG,"Akron, OH"
Scizas330,186166968,RT @Fahvy2: When you work at a bank and 4 guys with mask come in but they're only robbing the place,"Dallas, TX"
somuthaber,954532837,Homemade peeling face mask https://t.co/vnJW1iNgth,Türkiye
Double0Agency,866135761778753536,A mask is useless if you have a giant beard 🤦🏿‍♂️,"Chicago, IL"
expobear1,542723057,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,The Town
BDS_Girl,3938162955,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,A Blue State 
queenrilee69,895777931909378048,when she finally takes off the mask 😍,she/her • 2️⃣1️⃣
East_Of_Hell,82930441,"RT @ememess: Our neighbor has put a face mask on her topiary pig, which is frankly not a sentence I thought I’d ever type. https://t.co/m20…","Strasbourg, France"
Dan_skili,1124414501330325507,"RT @Adace18: @Dan_skili We are the ones to wash our dirty hands so let's start washing.
There's a mask we're wearing, it's saving our own l…",Cloud 9
queenrilee69,895777931909378048,RT @JIAE78888883: #.NewProfilePic due to popular demand she has taken the clown mask off. https://t.co/ycft3M2JAh,she/her • 2️⃣1️⃣
cirbmab,16190291,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,"Swinford, England"
raara__,2247781434,RT @aizadfahmy: Ok we need Rizalman to come back from retirement https://t.co/p6XlpG6PKC,MY
TheCupOfKofi,2177853380,RT @tsaweki_: @TheCupOfKofi Eish. Dyeing my mask to match my fit then,Konohagakure
_JustKiese,973454207129878529,RT @LightyDMV: I bet this bitch is walking around with a mask and gloves now https://t.co/MCSi8DaBKB,"Tallahassee, FL"
mascatools,106125831,RT @mascatools: Even Kitsue is using mask and stays at home. So please everyone stay at home like our dog kitsue and help NHS! https://t.co…,London
Chasenbryce,632302783,RT @Blue2Reaganite: This is probably the worst Twitter lefty lie tale I’ve ever read. Holy shit.,"Virginia, USA"
MAD_sings,302423384,"Today at work...
*customer removes nose mask to talk to me*
Mouth odour &gt; Corona virus
Me: Bros abeg dress back make social distancing pass","Lagos,Nigeria"
LilSlothAlters,730919288,"Day 5. #13DaysOfSkulduggery 

Dr Nye knows its dangerous right now. Dr Nye wears a mask. Be like Dr Nye https://t.co/yIxIEtoQ4M",Ireland
Whiterose757,197829846,COVID-19 Masks and Gowns https://t.co/12zqSNITDN https://t.co/vEPSZ495Nw,Hoffman Estates IL
_shanmoho,729848230045884418,@CONSY05 Yep...you’ll be completely safe. Don’t forget to take your dirty mask off with your clean hands too,Catho
bradfein,144682374,"Looking for a way to help? Send your N95 masks to healthcare workers who need them now.
https://t.co/vZzGDpAjoc #COVID19",New York
ToutDeMaryse,1132059969493377029,"// Was talking about the one from ""It"" 😭",RP accounts only. Straight. 
Khiaskeys,2788809080,This is wild as fuck. Wth is wrong with people,"Rosedale,NY"
Yung_Pale,942191806778871810,Step on racist people 2020,Places unknown 
SwanShot,2812719990,me jogging outside my house without a mask blasting the OST of Mamma Mia from my boombox,zeltros
swateba,546403423,Need face mask?paper tower and rubber band https://t.co/2sXDZTAKMy,"Washington, DC"
kennywolf9,1046419182,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,"Boston, MA"
OnyeAjuju,106876274,A Nigerian parliamentarian incredibly removes his mask to sneeze😂 https://t.co/ApoaPxONDE,United Kingdom
Tippademus,24428137,RT @youngy18: ‼ Use a face mask or scarf to keep you nose and mouth covered.,South London UK
tompascoew,1172811773109555200,@MarcLobliner Supposedly they help somewhat but compared to a mask they aren’t great.,Quarantined
OMarvellousness,1858787690,"""When the oxygen mask falls, fit your own mask first before helping others""
https://t.co/7eMlIsFaA3",Mornington Peninsula
smelltheglove7,78547185,RT @youngy18: ‼ Use a face mask or scarf to keep you nose and mouth covered.,Renfrew
DonatellaVeloz,760232143,RT @imnotgothicc: me being a face mask for my boyfriend so he doesn’t get sick 🥺👉👈 https://t.co/8NHzO5FBXS,sc: donaaabella
UltraToye,252064617,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,"Abuja, Nigeria"
__naabila,905444372635725825,RT @aizadfahmy: Ok we need Rizalman to come back from retirement,"Kuala Lumpur City, Kuala Lumpu"
adivawoman,895971572393156608,"RT @HellBentVet: Good news
Beautiful group of Heroes 

I will take all the positive I can get https://t.co/YBDrHysVQ0","North Carolina, USA"
Iam_Stenier,2198827876,RT @Fahvy2: When you work at a bank and 4 guys with mask come in but they're only robbing the place,Depends on account balance
BradEssex,24018069,@EvilUno You do thou if you want me to join dark order i won't wear a mask.,kansas strong in Tulsa 
57_aharrison,2248724040,RT @JillMartin0: So let me see if I have this.....Showing up at the bank with a mask and gloves on is now acceptable?,"Houston, TX"
Mayor_Cobblepot,815186809235836928,RT @OloriOfOloris: @ebetinss Omo babes mask surgical mask cannot prevent airborne virus. Read all about it https://t.co/nMLv0DYZL1,"Lagos, Nigeria"
DavinaSA_,1126131031,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,MAYEN❤️
alameen_gl,909844471252209666,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,"Funtua, Nigeria"
Nixachar,1204637674662854656,"RT @Rubndraw: @RahulGandhi I AM FEELING SAD,EVEN AT SUCH TIMES @INCIndia HAD TO DO THIS SCAM BECAUSE THIS WAS COMPLETELY AVOIDABLE https://…",Assam
seguntoms,4824915605,@Taochyken How should the face mask be worn for someone who's not infected?,Nigeria
Blackdoll69,91179753,Coffee filter face mask,✈ Sitting on My TackleBox ✈
Kabzer,140864319,@ltd_ec Weitsi you're gonna die ke plastic eo and I didn't put you on my policy. Stop it and come get a proper mask sonny,South Africa
JanLNye,68489534,Ran into Walmart for printer ink and there was a dude walking around in a surgical mask and pool goggles. https://t.co/LZqiuor1Af,Left of Charleston. On a pond.
Between2F,1173344040902746112,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,PNW/Island Time
YidetteFactor,1183744189852311552,"RT @misskhall89: No filter, no make up... just a bit of face mask haha. Workout done ✅ now I’m ready for bed 😂 https://t.co/KIuHDhvmOK",N17
ShortBus_Loki,2703450649,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,Los Angeles
byrneplan,1012824824,RT @murrayjohnsonjr: @PaulaReidCBS This can't be how it's suppose to be done...shouldnt the temp taker have a mask and gloves and wipe that…,County Cork
Mudassirardo,842091813087375361,Face mask Sneeze,Nigeria
lilasmus,44441003,Say it louder for the dumbasses that don’t understand cross contamination,Ohio
EhRightnow,1137578625937444864,You should totally wrap your thighs around my head...you’ll be like my sexy mask.,"Alberta, Canada"
FishroomSci,2863924613,This level of derp is one of the things I love about tortoises.,"Connecticut, USA"
ThotCrusherZ,959426436326133761,RT @imnotgothicc: me being a face mask for my boyfriend so he doesn’t get sick 🥺👉👈 https://t.co/8NHzO5FBXS,D(M)V
03Adiele,2574813022,"@madulaice @somebodyson__ The one by the left, properly wearing the mask.","Debrecen, Hungary"
amirasopheaa,2898156348,RT @aizadfahmy: Ok we need Rizalman to come back from retirement,here
JeremiahWalker,1158593627364442112,"@calvinphllps @MinnitMann @tk_Landon The game may be dying, but the spirit of tiger mask will not https://t.co/LJOeecWYzI",ASTROWORLD 🚀🌑🔮
Dr_Ezekwesili,306448927,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,Nigeria✈️Miami✈️San Antonio
Faizan_swati1,821758320285466625,"If today elections were announced then all the politicions will start distributing mask and sanitizers.
Where are they now ?",Kingdom of Saudi Arabia
mona_harb_,409532265,@heiko_wimmen i walked alone quickly with a mask :) 😷🤫,Beirut & Arab region
highbeebabs,728310630156013568,"RT @Undone_rice: Present - mask on
Future - mask off","Lagos, Nigeria"
TOMISIN_O_,1433513876,Nah this country a whole meme 💀,In spain but the “s” is slient
FUNNAGAN,195610523,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,LOS ANGELES
Hazeezual,1229273738,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,"Ibadan, Nigeria "
Androidheadline,50766916,Samsung Assists Face Mask Manufacturers To Improve Production https://t.co/5ZShllNi4l,"Los Angeles, CA"
rotty107,168533581,$6 trillion package... the whole system just lost its mask of authority,"New Orleans, LA"
sheed_478,2238507629,America looks like a big ass nail salon right now. Everybody wearing mask like the about to do mani &amp; pedis.,"California, USA"
TransAtheist,492254803,"And no, the mask is not virus related. I just have a weak stomach when it comes to smells.",Dunder Mifflin
10TechPro,1208128613574496257,"@business Stay home, here are the mask reviews and health tips! Everyone keeps safe! - https://t.co/mfCWWR0rmz",New York
ABDVRRAXAQ,787593193,RT @youngy18: ‼ Use a face mask or scarf to keep you nose and mouth covered.,Lagos↔️Minna. Nigeria. 
sophiefarmz,1420552092,"Eventful day for me : sun bathing on the roof until we got told off,moved the tv into the living room and put a clay mask on my house mate",coventry/ bristol
bradfein,144682374,Looking for a way to help? Send your N95 masks to healthcare workers who need them now. https://t.co/vZzGDpAjoc #COVID19,New York
MaGicSuazo,1088047933,This man showed up to my online class in a SKI MASK.,"Pripyat, Ukraine"
Melo_Drama_gh,747791542413312000,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,"Accra, Ghana"
Julioeljuls,890012814688927746,RT @TsBondienyc: I’m having fun with my New Mask &amp; stockings Come See 🤤https://t.co/m58Xzl5sYj https://t.co/IPPNg85VJ6,"Puebla, México"
rssandr5,2818180190,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,east ren SNP and Warriors fan
333minority,1082507639853105152,hair mask &amp; face mask type of night,"Tennessee, USA"
minsuga421,737490207667150848,I go out with a mask and now everyone is avoiding me 😂,Chris senpai 🥵
samantha_lynne3,282614830,@ajakobian @hotmessexpressx I’m tripping. This owl looks like it’s wearing a mask!!,MONTRÉAL 
iamgerrardoxa,2343480446,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,"Owerri, Nigeria"
scottjshapiro,743836563302420480,"A smart mask, whose filtration is adjusted (from N99 to N1) by an app on your phone and pushes real time updates over Bluetooth",Epicenter
doIIopofdaisy,1652185885,"goddamnit this shit dried tf out of my hair,, TIME FOR A HAIR MASK","OC, California"
Flip_Report,826258898852147200,Can someone edit my photo and put a sick mask over it lol,"Florida, USA"
jcperspectives,1120188333911494657,Now THATS some fuckin video work,PNW
SUPERNOVA386,1224718280209969153,RT @JIAE78888883: #.NewProfilePic due to popular demand she has taken the clown mask off. https://t.co/ycft3M2JAh,22 — they — the hour
Mrcomsoft,258199071,@ulrichspeck Can you tell people to wear a mask? It’s proven to work in Hong Kong and Taiwan https://t.co/QuFydhEW1Y,Hong Kong
Bigace231,1175442017293176832,@SMPLonnie @Dsmoke34 I was seriously looking for panty liners the other day because I saw how you can make a mask out of them lol,"California, USA"
olu_JO,241156401,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,"ÜT: 6.683361,3.326344"
ayonorth,339070991,RT @GabAfoNG: Nigeria is pure cruise,Nigeria
Buddyvisuals,890631073,The dress still looks bad,Lagos
mexiyana,3972889339,RT @bigracks: this not the first time society made us wear a mask 💯,dtx
ChimarokeEgekwu,211047637,@ChidiOdinkalu Laid Mohammed just contaminated himself by the way he handled the face mask.,Nigeria
TriciaAuld,271162242,"RT @CAshmanActor: me: I’ll take the apocalypse 

server: [through face mask] is apocalpepsi ok?","Boston, Ma."
syerahnoordin,1159674397063438336,RT @aizadfahmy: Ok we need Rizalman to come back from retirement,Malaysia
misskay6662rt,1187398774479609856,"RT @NBuckhorne: Any bored puppies stuck in quarantine interested in playing?
🐶",London & Essex
mchxrlie,1286514054,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,"Enugu, Nigeria"
FraserFaithful,875111535517028357,@joegill_lynn @NSNavigators @FuturesLeague @DerekJanuary22 @ashleylaramie18 I would enjoy that! (If you wear a face mask and gloves),"Fraser Field, Lynn, Mass."
WcrldOfFaithe,1006324489217544193,RT @Atlus_West: Wear the mask and fight corruption on the streets of Tokyo in Persona 5 Royal. Steelbook Edition available now for pre-orde…,charlee's heart. ♡
BraunsyBrooks,54728115,@rodneytalley Oh you ready for war!! That's wholeness mask! No games being played!,"New York, NY"
10TechPro,1208128613574496257,"@CDCgov Stay home, here are the mask reviews and health tips! Everyone keeps safe! - https://t.co/mfCWWR0rmz",New York
kimi_waa,346418164,RT @youngy18: ‼ Use a face mask or scarf to keep you nose and mouth covered.,Malaysia
SUPERNOVA386,1224718280209969153,im in love with u do u care,22 — they — the hour
Bmikiel1,1102344391551782912,@DeborahDitkows1 @vennekolt1 @yashar This is why I wear gloves and a N95 mask to the grocery store.,"Virginia Beach, VA"
BolajiOredein,1227956632468049920,@tifekutemi You can come to my house 😈 Put on a mask when coming 😂😂,"Lagos, Nigeria"
JustSohailUsman,311716650,RT @youngy18: ‼ Use a face mask or scarf to keep you nose and mouth covered.,England
StopKarey,774462823510347776,RT @LightyDMV: I bet this bitch is walking around with a mask and gloves now https://t.co/MCSi8DaBKB,2000 minus 1096
LewdLover300,1141337499568082944,"RT @andyofhyrule: @PlayStation Unleashing the mask and breaking the mask, ARE TWO DIFFERENT THINGS https://t.co/uHPSRZcWpw",EST
creamycherrypie,320501287,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,"Port Harcourt, Nigeria"
notkenny_,759389819298545664,"RT @Onomeh__: You wore mask, took it off, sneezed then put it back on.. how qt","Abuja, Nigeria"
kmelisax,811605963417460737,RT @bigracks: this not the first time society made us wear a mask 💯,"Newcastle Upon Tyne, England"
YukonCollegeIE,1121861526091071489,Inspiring! Health Canada certifies made-in-Kitchener 3D printed face shields to protect against COVID-19 https://t.co/54N0grJmWQ,"Whitehorse, Yukon"
forensicunicorn,1107802628157829121,My animal crossing avatar has a face mask now 🙈 im dead 😂,"North Carolina, USA"
loriehopper,378969191,RT @effiedog: THIS is what I want to see.,Texas
jarrettat,118704791,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,"High Point, NC"
johnamuir,203232961,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,"Nowra, Australia"
daviesbj,16700029,Black and Gold 3D printed face mask. https://t.co/1APNvhA7d5,"East Liberty, Pennsylvania"
phaedrus618,789608762717896704,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,"Virginia, USA"
cillian32,1124443302,RT @bearyear: Homemade mask ... game changer https://t.co/Ds8rxxK4Xd,"Dublin City, Ireland"
young_shegg,885016964426584064,RT @Fahvy2: When you work at a bank and 4 guys with mask come in but they're only robbing the place,In My Feelings
fentyrings,1207747769600921600,Neither is your fave’s when she want out with a cheap mask on hoping to be on the news,Canada
gh00lia,635094637,RT @imnotgothicc: me being a face mask for my boyfriend so he doesn’t get sick 🥺👉👈 https://t.co/8NHzO5FBXS,Toronto
