Username,Id,Tweet
yeshiv03,74935478,RT @nagarjund: Congress MLA Dr Ranganath made sure every MLA entering Vidhan Soudha wore a N95 mask. #COVID19outbreak https://t.co/zdCFq2Ow…
NAZHlWA,3314464902,"RT @kimyaqee2: No one :

DebDlene,1465091143,😱   I am so sorry. 😢,Hoosier not a hoser
MhzTr_Uyi,872818714818871297,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,Somewhere in Nai-Je-Ria. 
Cardesi5,981600565032554497,"My mask, that's good",USA
derrick_houska,831948812935520256,"RT @Ramr2m2: @TimMurtaugh @parscale Hard To ""Mask"" The Lack Of ""Ventilator Flow""  !!!!

                        ""Solar Exposure""  !!!!","Colorado, USA"
ModernProfanity,1195878458070589441,A++++ makes a great mask my mom loved it https://t.co/td18KF2yYZ,A steel drum
BlockchainBrown,792355289265676288,@PCH_SF I'd assume that mask is a risk for every other patient you see during the next 4 days with same mask?,"Detroit, MI"
lamanthasind,1877486731,Yo...omg....what the fuck is wrong with people?????,"Rochester, NY"
Janitorayo,1239842966790963200,"RT @Faleti_ajala: I beg you...
Please sneeze amongst your mates...
Sneeze on them...
I don't care..
You are doing so well","Lagos, Nigeria"
Bolaji_gof,750131688500441088,Backward leaders🤦‍♀️🤦‍♀️,Lagos  nigeria
Official_RichDD,3075261321,"RT @Tobbsticks: Went to get Face mask and gloves, and I saw these https://t.co/HIWAFXiNGr",Everywhere
masteredsauce,610045233,Somewhere in this country is a skhothane who’s trying to laybuy face mask ya Gucci🤦🏾‍♂️😂 #LockdownSA #Covid19SA,cape town
Gavdini,185319802,@CLoprestiWFAN @rjrecch1333 Jesus Al looks like if The Mask was on Craig Carton,"1725 Slough Ave Scranton, PA"
domedm0th,852254703341625344,RT @palaisindig0000: Mask on I am not getting corona virus  ✌🏻🤒 https://t.co/1RfBuVzWAd,portland
AndrewBLCKLST,137782915,Everyone in this train has a mask on except me,NYC
alexmrn__,866755345,RT @imnotgothicc: me being a face mask for my boyfriend so he doesn’t get sick 🥺👉👈 https://t.co/8NHzO5FBXS,Paris
jezzzzzVIBIN,99434136,"@awehlexis me too sis cause id be high, home, with a face mask, watching a movie🙄 or call of booty.",BAEGAS
cessbieberrrrr,961201225906634752,RT @aizadfahmy: Ok we need Rizalman to come back from retirement,MALAYSIA
Sheglar_GD,29330450,"@BNICE80 @rock_giants Shit tricky because u can cross contaminate that mask , I rather just wash my hands and stay away from.folks","Red Hook, Bklyn Ny"
nickristiansens,3129347219,RT @youngy18: ‼ Use a face mask or scarf to keep you nose and mouth covered.,London/Sweden/Everywhere/
sassy_ondbeat,2230089007,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,"Benin-City, Nigeria"
seuntosin25,2996551055,Can you imagine,"Lagos, Nigeria"
acellllop,1148774023670747142,I wanna draw osoba mask...but everytime I try to it looks so bad,Baterilla
jkaartinen,14942904,@Beaugas @jgarzik Right back at you. https://t.co/RN6XQbsVqo,"Finland, Jyväskylä"
KeithEllwood,183924981,@XEECEEVEVO Is that a ski mask??,Bay Area
TheErrDay1,1070580916475580416,RT @Bubble_minakie: Somebody should help me put a face mask on my avi as well.,"Kumasi, Ghana"
6lack_fulani,1176481191513546753,RT @imnotgothicc: me being a face mask for my boyfriend so he doesn’t get sick 🥺👉👈 https://t.co/8NHzO5FBXS,Nigeria🇳🇬
Revelations1617,444056010,Masks work. Period.,Northern Michigan
FCBxAlpha,876412241956003840,RT @youngy18: ‼ Use a face mask or scarf to keep you nose and mouth covered.,Football 
choikayii,1028097899299667968,@LondonBreed  face mask price gouge  25th and Irving street https://t.co/Ti9SV6u0Re,United States
SavvySeed,2474830297,RT @CJDeuce_: Slim thug had on gloves mask and was self quarantining and still got it! What that tell ya?,Astroworld
Bakari_sibanda,260081304,Some idiot saw me wearing a mask hanzi ucharohwa nemota wakachipfeka. Was too annoyed to even respond!!!,"Harare, Zimbabwe"
Annallywood,351665982,"RT @XXL: Juice Wrld and Ski Mask The Slump God flowin’ on the tour bus 🚎

https://t.co/p45qVt6O5E",Israel
sfnub40,1610228827,RT @santafeez: How a Palestinian shoemaker started the West Bank’s only mask factory overnight https://t.co/l0I9tBG2xO #Palestine,Europe
KirillIker,1036183392314904577,RT @imnotgothicc: me being a face mask for my boyfriend so he doesn’t get sick 🥺👉👈 https://t.co/8NHzO5FBXS,Te Importa Mucho Menos 
lsaldanamd,15279465,The untold origin story of the N95 mask https://t.co/f6NOaK1KM7,"Dallas, TX or Colorado"
ItalianMonster8,1692445040,"Put a mask on. 
Wash your hands. 
Stay home. 
Jam out to your queen. 

Artwork: IG- @ luizjosemonster https://t.co/1rFgZwrRDv",NYC 
_iamBright_,3301599374,National Assembly Senator plus off his Face mask to sneeze and wears it back😂😂,8.532°N. 3.325°E
MR_FENTYYY,1218292117942022144,RT @jerryjones99: Wear that face mask for yourself not for snap,"""IDGAF"" Avenue"
dissuader123,824448940477190144,@marcellacomedy That Explains the mask in the profile pic,"Scaggsville, MD"
RealIgwe,993425863352946688,RT @thecableng: VIDEO: Laughter as senator removes face mask to sneeze https://t.co/jfwVmcoEuL via @thecableng https://t.co/O70pwYULOY,"Asaba, Nigeria"
domedm0th,852254703341625344,@palaisindig0000 i said fuck it mask off and now i cant stop coughing what do i do,portland
TwittMeDude,382698849,Custom Face Mask https://t.co/FnaCig2uzo via @YouTube,"Savannah, GA, USA"
d_badmos,1642031617,@OKELVIN__ How are we sure that they won’t be selling those sanitizers and mask 😷 sent,Nigeria
sleepygeeky,14168856,@random_tangent hoping my excursion to Target will be okay. blah. do you have a mask or scarf to wear?,Los Angeles
khalanne27,953004168352092160,"🤣🤣🤣🤣🤣it is well o chai, and he just sneezed into the air.",Abuja
kindstar_,1095356765699481601,NO. NO. ONLY WEAR A MASK IF YOU ARE SICK. OR IF YOU ARE A DOCTOR WORKING WITH SICK PEOPLE. all the rest are fine. https://t.co/u7OGgspQj1,Hobi/Johnny’s heart-he/him
Sarciety,1021360558887653377,RT @scyffi: slight ref update + ryn phases for clarification on grey/red mask differences and what they mean https://t.co/no2CLZ0LPw,//Your local starbucks//
__DiGGa__,31359352,lmaooo me asf but I was wearing a mask prior to this shit cuz I travel alot 😭,in the real world.
tiffcon1,261985925,@atrupar I think he should visit COVID-19 patients in nothing but a homemade mask on Easter Sun.,"Ada, OH"
anmblink,777134067615670272,RT @imnotgothicc: me being a face mask for my boyfriend so he doesn’t get sick 🥺👉👈 https://t.co/8NHzO5FBXS,Suisse 🇨🇭
Sora_Rubiuh,835296106678452224,"RT @maithism: Moon Jin having Kook’s bunny mask, Namu Namjoon ain’t impressed https://t.co/hYT8hlvnju",Polombia 💜
MarcusT23762392,1070128402827526146,"@Squirrel275 @brenner_colleen We are setup ... of course.
https://t.co/85H0igEIpA",O tempora o mores!
arjendre,1134681,@JustinTrudeau @CPHO_Canada Where was this message two weeks ago? And why no mention of masks?! https://t.co/JpvOmq9v5n,"Toronto, Ontario"
gordanskitchen,797701788300288000,Coronavirus: To Mask or Not to Mask? #cooking https://t.co/7sC2Mnk3QO,"San Francisco, CA"
MyHumbleSelff,3348889660,RT @thecableng: VIDEO: Laughter as senator removes face mask to sneeze https://t.co/jfwVmcoEuL via @thecableng https://t.co/O70pwYULOY,"Ilorin, Nigeria"
simplydevon_,383963415,@scalebroke_DOPE 😏😏😏 i got ya face mask aiite baby 🙃,"Charleston, SC"
zidaya,22337786,"@DavidAstinWalsh As long as you're wearing a facemask, by all means...",Bellingham
90sGoldHoesssss,425558006,RT @taiyaaaaaa: I feel like we all have it atp,"North Carolina, USA"
stephscsf,218177984,@zrlb08 @LHS_RN @jkenney @DShepYEG @albertaNDP @RachelNotley @shandro It’s not an n95 mask.,Richmond Hill
Ellemelys,960624000077647873,"RT @maithism: Moon Jin having Kook’s bunny mask, Namu Namjoon ain’t impressed https://t.co/hYT8hlvnju","Buenos Aires, Argentina"
vaguelym,15901309,"RT @ctrlzee: The N95 respirator--a scientific icon born from plague, racism, and repurposed gift bows https://t.co/qvyh1gYsID",Melbourne
Touchdown_Alex,144325889,RT @CJDeuce_: Slim thug had on gloves mask and was self quarantining and still got it! What that tell ya?,Da crib. 
IamTheReelKP,374821771,@rmichaelthomas @PSawyerSchue Nope. I’m wearing my own gloves and mask when doing Uber Eats🙃,"Phoenix, AZ"
IrishRiverSong,3445831457,Check out what I just added to my closet on Poshmark: Black and White Crystal Mask. https://t.co/BL9IvEBBdj via @poshmarkapp #shopmycloset,"Mile Post, PA"
wnail73,2378076649,Wear a mask and you won’t get sick or spread anything. https://t.co/SYBWF54CIS,"Mississippi, USA"
Rajesh_raj221,955461452290142209,RT @FemalesFan: Always wear mask everyone at no matter what https://t.co/NxKb7m2NL8,"Chennai, India"
bohemeco,1187419274375319554,Info regarding #Masks to deal with #COVID19,Ain't no wall in Colorado
Maitha_ALM,361723835,I put on a honey face mask and it smells like HOONEEYYYY ... like of course it smells like Maitha what did you expect,"Orleans, France "
lmgardner84,40633165,Wall-e has found his Corona Virus Mask! 😂😂😂😂 https://t.co/BNWz20ymiz,Scotland
_abdoulshehu,1242224147373207554,"RT @Haafsaah1: I bought 6 packs of face mask at 39,000 today,
Something needs to be done seriously,something that’s was not up to 1k 💔","Zaria, Nigeria"
shamisohunda,874648521928048640,RT @SenzanjeBrendon: Zim oans will literally call you “Chibaba che health” if they see you wearing a mask and gloves,Zimbabwe
ab_dct,1014906616246882304,RT @imnotgothicc: me being a face mask for my boyfriend so he doesn’t get sick 🥺👉👈 https://t.co/8NHzO5FBXS,"Limoges, France"
trappguru,2203981780,fenna do a face mask cause i’m bored,Louisiana
ovoxonat_,886644846202675201,"RT @XXL: Juice Wrld and Ski Mask The Slump God flowin’ on the tour bus 🚎

https://t.co/p45qVt6O5E","Portland, TX"
DarkFaith_,1561961892,RT @NotLittleNick: fuck a mask just sit on my face and protect me,"El Paso, TX"
Ocam__Park,1067522714829799429,RT @PedrazaCristin: ⚡️ “Should you wear a face mask?” de @QuickTake https://t.co/L3Zj9n69tI,Colombia
bluntedhippy,2705833305,@wasssupg bruh forget the napkin this bitch still got a mask on! the fuck the mask supposed to do 😐,"Cartago, Colombia"
jbuchana,30864768,"It's sad that they have to be concerned about being sued while they are trying to save lives.
 https://t.co/OLG6N9gy8A","Kokomo, IN, USA"
nicolemirandax,195100464,jk we’re chillin’ I did a face and hair mask and lathered my body w a crap ton of lotion 🙂 hope this lasts,ian’s booty
ITZeldatails,347758180,Why my skin so dry I’m in quarantine... I need a mask and I can’t buy one,EPTX/LA
IfinwaJ,1013466420502507524,RT @youngy18: ‼ Use a face mask or scarf to keep you nose and mouth covered.,Port-Harcourt 
hobicitos,1020857155195465728,"RT @maithism: Moon Jin having Kook’s bunny mask, Namu Namjoon ain’t impressed https://t.co/hYT8hlvnju","they/them, nans, 19, mx"
T__wonder,905275510867062784,"RT @21SADBlTCH: yeah this is not the same as ""breathing while black""","Conway, AR"
rightwing_jesus,374623492,"RT @johnpavlovitz: Listen to the scientists and doctors, not the homophobic Christian.

Pence’s Idea Is a Good Way to ‘Kill Hundreds  https…",Your hollow mind
bradbaris,18267111,RT @kosamari: 2021 : finger print unlock comes back to phones because product designers of the west finally understand daily mask wearing l…,"HNL, HI, Laniakea Supercluster"
8o8lyss,817370707,RT @imnotgothicc: me being a face mask for my boyfriend so he doesn’t get sick 🥺👉👈 https://t.co/8NHzO5FBXS,oklahoma
unclekaybee,32234840,I just saw Green Eyes with a Meze mask😷 on🤣,LIVING 
MiddleEastTon,1092120433476792321,Protection Against Covid-19: Tailoring factories catering to high face mask demands https://t.co/2SOfDZPPvZ,Pakistan
HenshawKate,135295059,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,worldwide
AkiMarlin,299575864,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,🇳🇬
Shynomite1,537678190,@DailyPostNGR We hope those mask r not infested with the virus like they did to condoms?,"Kano, Nigeria"
Ms_Accountant1,198432827,"😂😂😂😂this kills me cause my daughter says that... lawd I need an oxygen mask, I can’t 😂😂😂🤣",South Africa
Flirtypotter,1185518580986798081,@Blueband06 Mask acha hae 💖💖💖,Dill Mae Dimagh Mae Nhi 
brahnana10,1512771091,RT @sixteenurban: We use to think Nose mask was part of Stardom....Now we understand better. https://t.co/xIoD0rmFhd,"Accra,Ghana"
miratriarch,1043623652007251969,@lanbunji haven't we all /sigh/ gives you a hug while wearing gloves and a mask bcs health is important,she/her • 23
Jodes_park,2729024194,The only thing worse than this virus is the racism that comes with it,Earth
avantistmusic,84525894,"@CathyYan literally CACKLED through the entire ending fight with black mask, the end of it was 😘👌🏾","Chicago, IL"
Olaoye1ia,941584572608843776,Nigeria my country...😂😂,"Kaduna, Nigeria"
DrOrugbani,2970460739,"@_Akakan Took off the mask, touched his nose, then sneezed 🤣🤣 God!, this is not supposed to be funny",Maxwell Gap 
VonSwain,1144281913777172480,My doctor has to approve of this mask. And then I have to go to the company's nurse and fill out OSHA forms.,United States
G_hostryan,1038317952,RT @youngy18: ‼ Use a face mask or scarf to keep you nose and mouth covered.,Finding my place
xteccyofficial,204869377,@HenshawKate @therealdaddymo1 He thought the Mack is for hearing 😀😀 but do u know this mask can also stir allergies?,"Abuja, Nigeria"
frangipancakes,2167332357,@mynameisntdave Wendy is probably wearing a face mask,i crave cereal
religiousjaw,3222761569,"@insidioussamg @neeratanden Yes, we mustn't rest until EVERYONE has access to a hypothetical mask.",¡Viva Appalachia!
EnemohA,1017752209507921920,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,Nigeria / Canada
oh_my_god,14469989,@NYGovCuomo Buy mask at https://t.co/enf6MGLDJK,Mother Nature
KingMeKD,114067029,RT @ChuckModi1: March 2020 will go down in history as month every U.S. politician’s mask came off their whole entire face.,PG County
StevenLacy,230748033,NYC clarifies that partners will be allowed in Public Hospitals for child birth. Must wear surgical mask and pass health screening.,NYC
owolabiregus,108343238,"RT @Toni4sweet1: I just don't understand some people in this country
You wear mask &amp; still toasting woman
If she gree, how do you kiss or m…",T I A
urchmaaino_,146865778,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,"Lagos, Nigeria"
its__wolf,862250869533810688,"@dawn_com Pak Armed force scientists were not making mask and sanitizers , I heard this also from dgispr i think.",Pakistan
indyjasa,811936350970806273,RT @Blue2Reaganite: This is probably the worst Twitter lefty lie tale I’ve ever read. Holy shit.,Flyover nation
davelandryjr,2530631852,Ford joins Tesla and GM in helping with ventilator and mask supply https://t.co/TNbhZ2CIpZ https://t.co/T0pri2krr8,"Venice, CA."
Iceberg_Sips,61472611,I need to find a kinky display queen,"Benoni, South Africa"
odi_obu,4807013295,RT @IbeeIsoga: OmG..we are finished..Can u just see this Goat Abdullahi remove his mask then sneezed?? Real Akuya🤦‍♂️🤦‍♂️🤦‍♂️,"Abuja, Nigeria"
xteccyofficial,204869377,@HenshawKate @therealdaddymo1 Mask*,"Abuja, Nigeria"
clarissamariiee,1202405049139376129,RT @imnotgothicc: me being a face mask for my boyfriend so he doesn’t get sick 🥺👉👈 https://t.co/8NHzO5FBXS,unknown
rosanacruznola,4755723350,RT @NonameBooks: Children out here doing what multi-billion dollar companies refuse to do https://t.co/9AAGg0fA4I,"New Orleans, LA"
iam_yousup,4871808861,Me please,Riyad
olamipos_tabiti,942746638216499200,RT @thecableng: VIDEO: Laughter as senator removes face mask to sneeze https://t.co/jfwVmcoEuL via @thecableng https://t.co/O70pwYULOY,"Lagos, Nigeria"
WhatRuleDaWorld,194999131,I am a seamstress and I can help making mask for PPE Shortage......,Illinois
urchmaaino_,146865778,RT @HenshawKate: @therealdaddymo1 Who be dat one???😒😒😒😶 what was the use of the mask if you will remove it to sneeze on people????? Smh,"Lagos, Nigeria"
denniswndrlnd,589359902,@_MarinaJo well mask off with me?????,LjTx
CoverMongolia,483486676,"RT @MongoliaLive: The grandma should be at the back with the kid, wearing a mask :) 

Illustration by Ts. Orgil https://t.co/QFEKi9JpUs","Ulaanbaatar, Mongolia"
random_tangent,8070562,@sleepygeeky I may have a scarf. I also have a plague doctor's mask and a luchador mask. May wear all three.,Los Angeles
mattya5419,2322915145,WHAT'S WITH THE FEAR MONGERING MASK YOU CANT BUY THE CORRECT MASK THAT WILL PROTECT YOU,"New York, NY USA"
DemelzaKlass,873965039144902656,Top man.,United Kingdom
Mr_Bay_County,894573312080269313,RT @blaQUEops: Head over to YouTube and make a face mask for you and your family https://t.co/kW673cPPTF,"Maryland, USA"
brandon_boyett,1727668796,RT @ScottMGreer: Asians are so desperate to experience discrimination that they make up seeing old white people in LA,"Texas, USA"
yinniethepooh,1327838528,"if you’re wearing a mask and not even gloves, i’m judging you.","Washington, DC"
DSRA_India,76787897,"RT @indian_armada: Must Watch.

How to wear a mask in proper way.

#COVIDIDIOTS #CoronavirusPandemic https://t.co/EPh3ExFJAr",भारत
EngrAbdulBoyi,135804861,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,Minnie's Haberdashery 
_DiscreteView,58078588,RT @LightyDMV: I bet this bitch is walking around with a mask and gloves now https://t.co/MCSi8DaBKB,Where the Centaurs roam
Deccydee,126670617,"RT @Tobbsticks: Went to get Face mask and gloves, and I saw these https://t.co/HIWAFXiNGr",Global
Falanda15,1218023204914192384,Listen to the most recent episode of my podcast: Mask off https://t.co/o1vq9WD0HQ,"Evans, GA"
lovely_jaas,2548484095,My mom made me wear a mask and carry Lysol wipes to the grocery store 💀,"Las Vegas, NV"
DripDrip_Adrian,887895379429040128,RT @highimallyy: one of my favorite tours 🖤💔,"Azusa, CA"
agya_baah,734817042,RT @youngy18: ‼ Use a face mask or scarf to keep you nose and mouth covered.,Love
mareefeb,1258567082,@rohan_connolly wear a mask,melbourne
theskinnyelf,1141582135129542656,RT @Mr2Hottie: @imnotgothicc @dear_aiyana Need to get me a face mask,‼️ ed vent — major TW ‼️
hazard_shepherd,893292021401624576,RT @scottrt71: @hazard_shepherd @Atlantiso1 One mask for a dozen illegals,Reno nv
AlyssaFaizal,1030415306424868864,RT @sabbybeautyhub: Forget sheet mask. I need this Boba Mask https://t.co/9t2MLDRIAu,kolej perempuan di enstek 
bountytx,3798332354,RT @Blue2Reaganite: This is probably the worst Twitter lefty lie tale I’ve ever read. Holy shit.,"Texas, USA"
Tyreikandrew,36250699,Did it work?,"Arizona, USA"
lovlid_,984188176486092800,@fjorstad_ @XXL @Senegal4theWIN protect ski mask at all cost,Norge
dejdollaz_,868106839967358976,I got a box of masks... bout to start selling them $1 a mask 😂,United States
gimmesadgirls,887228229148327936,RT @bigracks: this not the first time society made us wear a mask 💯,🇸🇻
Hellarh_,769711189,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,Abuja.
brycetheman16,740548227695583232,"RT @BuFFanatics: When #Panthers get down with #1, he’s going to need an asthma pump and that gas mask https://t.co/BB8LUPQGj7","Cheektowaga, NY"
TradingPharma,3187161747,RT @latimeshealth: Letters to the Editor: A doctor fighting COVID-19 without a mask is like a soldier fighting without a gun https://t.co/J…,"Paris, France"
ntx_vdcrx,292453746,"RT @stone_toss: ""preppers didn't buy equipment to be prepped"" https://t.co/eH6Ow0zMvS",No dreams. Only tears now.
alluringttae,3116352293,"RT @maithism: Moon Jin having Kook’s bunny mask, Namu Namjoon ain’t impressed https://t.co/hYT8hlvnju",⌭  mαρ σf τhε sσυl : 7
pokmey__,1148211372,RT @aizadfahmy: Ok we need Rizalman to come back from retirement,Malaysia
NorthwestAlumni,188468205,"Bearcats, Bruce ’78, ’82 and Holly ’81 Murphy-Barstow, are helping fight COVID-19, one mask at a time. 
https://t.co/CFPXHcEB6j","Maryville, MO"
JuniorAutist,909514379682443264,"RT @stone_toss: ""preppers didn't buy equipment to be prepped""",Weimerica 
annshell23,1006599369473355776,"RT @maithism: Moon Jin having Kook’s bunny mask, Namu Namjoon ain’t impressed https://t.co/hYT8hlvnju",𝟏𝟑𝟒𝟑𝟒𝟎 🌑
mohhmadamir,745329053016653830,RT @NAINAYADAV_06: This guy looks like an agent for the Corona virus  🙄 https://t.co/v0ww3cMrR1,"Fort Area, Mumbai"
MzKaylah007,3837313408,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,Somewhere in the world 
IaM_Zela,3406901644,RT @youngy18: ‼ Use a face mask or scarf to keep you nose and mouth covered.,AFRICA
Amayanabodagogo,1238094821996232704,"The man when dey yarn wan vanish buh the person when laugh nai rough pass,country men hahahahahahahaha","Warri, Nigeria"
MarblesSunny,1132091463872012289,"RT @stone_toss: ""preppers didn't buy equipment to be prepped""",United States
abbabello,118756699,"If you are wearing the face mask for fashion,you are a mumu man...","Federal Capital Territory, Nig"
MathanneshgG,1242485781186273282,No Care's human or animals.....safe them from Corona virus.Wear (mask) guys😷 and stay home safe the world.🤝💪🌍 https://t.co/Jlsenx0zZy,"Paris, France"
JayeRell,23396184,"@MrWessss The facts sir. I ain’t wanna say that, but better grab some cordless clippers and get to work outside with a mask and gloves on.",Out chasing my dreams...
alxandrio,1154623615826059265,RT @FairyQ15: A pair of pull ups make a handy face mask https://t.co/iejPgNW2oN,"Dallas/Fort Worth, Texas y'all"
cumberqueer,219102990,RT @CathyYan: Oh fuck yeah. Thanks KEVIN SMITH 🤩,"Brooklyn, NY"
BennettTomlin,796056596229029888,I’m gonna be honest if everything collapses I’m probably dead,"Chicago, IL"
APharouk,498188901,@MalamAbba_ @Mubato_nigeria Face mask 15k fa dan balai a Lagos 😭people are wicked in this country,Engineering World
Shynomite1,537678190,@BusinessDayNg Hope those mask r not infested with coronavirus,"Kano, Nigeria"
oodgang,1398068426,RT @scottscharinger: I’m calling it now: “Mask Off” will become the #1 song once this quarantine/lock down is over,Your moms house
lindseydoo1,1051914856721502209,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,"Federal Capital Territory, Nig"
BalkaneseArkan,1228390457899716608,RT @ArkadagEffendi: haha good thing i bought a yugoslav one made in beograd in 1978 with superior SERBIAN asbestos xaxaxaxa!!!!!!!,Θεσσαλονίκη 
AdegokeLeke,3291281735,"RT @Tobbsticks: Went to get Face mask and gloves, and I saw these https://t.co/HIWAFXiNGr",World of my Own
KrystleEmerald,71163037,RT @_TheCivilRight: Welcome to Black,brooklyn
98Lexibarr,1613682788,RT @imnotgothicc: me being a face mask for my boyfriend so he doesn’t get sick 🥺👉👈 https://t.co/8NHzO5FBXS,"Scottsdale, AZ"
NeaLWorldwide,520216466,"RT @WildChefHuman: Nose mask of N500 now goes for 9k.
What a ridiculous country we live in.",Worldwide
Armsty004,2791063762,RT @thecableng: VIDEO: Laughter as senator removes face mask to sneeze https://t.co/jfwVmcoEuL via @thecableng https://t.co/O70pwYULOY,Nigeria
Nuga_daniel,1132766471594156032,"RT @MikkieOguns: Kindly RT, Nigerians are wearing face mask the wrong way 🤦‍♂️","Lagos, Nigeria"
Realminjuju,703295254682738689,@ABC It's suicidal not to wear a mask in an enclosed space.,민주당은선거를앞두고있기때문에 완화전략을 쓰고 있다
CrypticDespair,951650355669954560,RT @imnotgothicc: me being a face mask for my boyfriend so he doesn’t get sick 🥺👉👈 https://t.co/8NHzO5FBXS,The Dark Side Of The Moon.   
No1Discipulus,948992969603977217,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,Nigeria
BluExoticss,2175959076,I forgot to do my face mask &amp; that’s suppose to be every MONDAY🤦🏽😅so you’re not alone on this one,South carolina
edgdalilaa,4426456460,RT @aizadfahmy: Ok we need Rizalman to come back from retirement,astroworld
affiqaimn,1138111010793934850,RT @aizadfahmy: Ok we need Rizalman to come back from retirement,Malaysia
SolidSn19497664,1099788921465114631,RT @ArkadagEffendi: haha good thing i bought a yugoslav one made in beograd in 1978 with superior SERBIAN asbestos xaxaxaxa!!!!!!!,United States of America
TanaBoo78,573243155,RT @JillMartin0: So let me see if I have this.....Showing up at the bank with a mask and gloves on is now acceptable?,Divided States of AmeriKKKa 🎭
Mingis_yunHOE,1212523090007080961,RT @kindstar_: NO. NO. ONLY WEAR A MASK IF YOU ARE SICK. OR IF YOU ARE A DOCTOR WORKING WITH SICK PEOPLE. all the rest are fine. https://t.…,United States
JesusVfox,17665494,"@22norsedad You should visit any hospital in NYC, take a look around ,and please by all means don’t use a mask , thanks !","Boston, MA"
RoseTheodore4,1147309559528218625,I got you with the toilet paper and N-95 face mask 😌,"Orlando, FL"
fredielyon,820746909740662785,@jullanyrs this is why everyone should wear a mask,Budapest
theuptownabby,788422147437846528,RT @bigracks: this not the first time society made us wear a mask 💯,"Dallas, TX"
Luiz200409,1161825710350188545,Jack with a Jason mask on that bitch,"São Luís, Brasil"
Benta15500139,4770807853,RT @cIutchs: who wants to volunteer &amp; be a face mask for me https://t.co/kJf59uGqYl,"Dallas, TX"
M_Lau_ra,779449831,RT @bigracks: this not the first time society made us wear a mask 💯,Argentina
italianmonster6,298869321,"RT @ItalianMonster8: Put a mask on. 
Wash your hands. 
Stay home. 
Jam out to your queen. 

Artwork: IG- @ luizjosemonster https://t.co/1rF…",NYC 
Edgybrowsstudio,827238820303089665,"@HolaCarmitooo So pay up what ever it is they are asking for ! $7 for face mask ?!! Pay them , we need them","Las Vegas, NV"
dayo_salam,2881506495,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,"Nigeria,abuja"
trapdaddymikee,856980309115404288,"RT @TheAdamLedger: BROCKHAMPTON really be ahead of their time, sporting the face mask 3 years early https://t.co/gNq1OQa7of",Demension C-137
supremoxyz,136242957,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,Lagos
IXwrestle,1212672472786432001,My nigha just mask up and Go.,"HoUSton, TX ( Global )."
primo_lamar,3198792659,"Hmmm. Probably not going to happen but will she take the mask off if we get her 10,000 followers?",NY & Las Vegas
ilikebigboyz,788368229773246465,My goodness that’s how u take care of a super thick bubble ass. Damn,"Atlanta, GA"
lollyfaithy,840324690795204608,"@toyin_abraham1 Akungba in ondo state, please I really want to especially face mask and gloves",Nigeria
DVingman,1176724010236882944,"RT @Johnnysplace55: Well that's what a parent does, we carry on with a SMILE!","New Haven, CT"
Dulcinea_Smile,880892120558600192,RT @ScottMGreer: Asians are so desperate to experience discrimination that they make up seeing old white people in LA,"Brookline, MA"
00Lindabc,1013502900784521222,"RT @maithism: Moon Jin having Kook’s bunny mask, Namu Namjoon ain’t impressed https://t.co/hYT8hlvnju",방탄소년단
Fauxjak,338867213,"RT @stone_toss: ""preppers didn't buy equipment to be prepped""","Camden, NJ 🚗🚗🚗"
ShinaOlaoluwa,764777549637554176,RT @thecableng: VIDEO: Laughter as senator removes face mask to sneeze https://t.co/jfwVmcoEuL via @thecableng https://t.co/O70pwYULOY,Lagos abuja jos
